id,name,category,equipment,level,muscles_primary,muscles_secondary,form_guide,common_mistakes,safety_notes,progression_from,progression_to,video_url
bulgarian_split_prep,불가리안 준비,legs,치닝디핑,2,"대퇴사두근, 둔근","햄스트링, 코어(안정화)","뒷발을 딥스 바 또는 의자에 올려놓기
앞다리 무릎 90도까지 내려가기(초기 얕은 ROM)
앞다리 발뒤꿈치로 밀어올리기 — 둔근 활성화
좌우 각 8-12회, 균형에 집중","앞다리 무릎이 발끝 앞으로 과도하게 나감 → 보폭 조절
상체 앞으로 쏠림 → 가슴 들고 직립
뒷발에 체중 의존 → 앞다리 80% 하중","균형 잡기 어려우면 벽 잡고 수행
무릎 통증 시 ROM 줄이거나 맨몸 스쿼트로 대체",squat_bodyweight,squat_bulgarian,
glute_bridge_single,싱글레그 힙브릿지,legs,요가매트,2,둔근(편측),"햄스트링, 코어","한쪽 다리를 천장으로 뻗고 반대쪽 발로 브릿지
골반 틀어짐 없이 수평 유지가 핵심
정점에서 2초 유지, 둔근 수축 극대화
좌우 각 10-15회","골반 한쪽 처짐(tilt) → 수평 유지 의식
속도 너무 빠름 → 제어된 템포
뻗은 다리 흔들림 → 코어 안정화","허리 통증 시 양다리 브릿지로 복귀
좌우 차이가 5회 이상이면 약한 쪽 추가 세트",glute_bridge_band,,
pushup_decline,디클라인 푸쉬업,push,푸쉬업바,3,"상부 대흉근, 전면삼각근","삼두근, 전거근","발을 의자/박스에 올려 상체 각도 하향
상부 가슴+전면 어깨 자극 증가
코어 긴장 더 중요 — 허리 처짐 방지
팔꿈치 45도, 가슴이 바닥에 닿을 때까지","허리 과신전 → 복근 강하게 긴장
어깨 과부하 → 각도 너무 높지 않게(30도 이내)
목 꺾임 → 시선 바닥, 경추 중립","어깨 임핀지먼트 증상 시 플랫으로 복귀
고혈압 있으면 디클라인 자세 주의",pushup_standard,pushup_archer_prep,
hanging_knee_raise,행잉 니레이즈,core,치닝디핑,3,"복직근(하부), 장요근","복사근, 전완근(악력)","바에 매달려 무릎을 가슴 쪽으로 올리기
골반 후방경사(posterior tilt) — 등을 살짝 둥글게
올릴 때 호기, 내릴 때 흡기, 반동 없이
정점에서 1초 유지 후 천천히 내리기","반동(kipping) 사용 → 데드행 자세에서 시작
다리만 올리고 골반 안 움직임 → 골반 말기(curl) 필수
악력 부족으로 중단 → 데드행으로 악력 보강","어깨 통증 시 매트 위 레그레이즈로 대체
악력 부족 시 스트랩 사용 가능",plank_side,l_sit_hold,
pullup_standard,턱걸이,pull,치닝디핑,3,"광배근, 대원근","이두근, 하부승모근","어깨너비 오버핸드 그립, 데드행에서 시작
견갑골 하방+후인(retraction) 후 당기기
턱이 바 위로 올라갈 때까지 풀ROM
2초 올라가기 + 정점 1초 + 3초 내려오기","반동(kipping) → 정적 당기기, 데드행에서 시작
턱을 과도하게 내밀기 → 가슴을 바에 당기는 이미지
하강 시 제어 없음(free fall) → 에센트릭 3초","어깨/팔꿈치 통증 시 네거티브로 복귀
1개도 못 하면 네거티브 턱걸이 계속",pullup_negative,pullup_wide,
squat_bulgarian,불가리안 스플릿 스쿼트,legs,치닝디핑,3,"대퇴사두근, 둔근(편측)","햄스트링, 코어(안정화)","뒷발을 딥스 바에 올리고 풀 ROM 수행
앞다리 무릎 90도 이하까지 깊이 내려가기
앞다리 발뒤꿈치로 폭발적 밀어올리기
좌우 각 8-12회, 3-4세트","앞무릎 과도 전방 이동 → 보폭 늘리기
골반 틀어짐 → 정면 유지
상체 앞쏠림 → 직립 자세 유지","무릎 통증 시 ROM 줄이기 또는 준비동작 복귀
균형 어려우면 벽 잡고 수행",squat_bodyweight,pistol_squat_assisted,
kb_swing_16_onhand,원핸드 케틀벨 스윙,swing,케틀벨16,3,"둔근, 햄스트링(편측 강화)","코어(안티로테이션), 전완근","한 손으로 16kg 스윙 — 코어 안티로테이션 요구
골반이 돌아가지 않게 양쪽 균형 유지
정점에서 둔근 squeeze, 반대 손은 몸 옆
좌우 각 10-15회 교대","몸이 한쪽으로 틀어짐 → 코어 안티로테이션 의식
그립 불안정 → 한 손 악력 충분한지 확인
과도한 회전 → 골반 정면 유지","양손 스윙 3x20 안정 후 원핸드 시작
주변 공간 더 넓게 확보(편측 불안정)",kb_swing_16,,
pushup_archer_prep,아처 푸쉬업 준비,push,푸쉬업바,3,대흉근(편측 강화),"삼두근, 전면삼각근","넓은 간격, 한쪽으로 체중 이동하며 내려가기
보조하는 팔은 완전히 펴서 옆으로(활잡이 자세)
메인 팔 쪽 가슴+삼두에 부하 집중
좌우 교대 5-8회씩","보조 팔 구부림 → 완전히 펴야 편측 부하
체중 이동 부족 → 한쪽에 70% 이상 하중
허리 틀어짐 → 코어 안정 유지","어깨 통증 시 와이드 푸쉬업으로 대체
손목 부담 시 푸쉬업바 필수",pushup_decline,pushup_archer,
plank_weighted,웨이트 플랭크,core,"요가매트, 케틀벨12",3,"복직근, 복횡근","척추기립근, 둔근","기본 플랭크 자세에서 등 위에 케틀벨(12kg) 올리기
파트너 또는 직접 올리기(난이도 상승)
30-45초 유지, 코어 부하 증가
일직선 유지가 더 어려워짐 — 집중","케틀벨 위치 불안정 → 등 중앙(견갑골 사이)에 안정적 배치
허리 처짐 증가 → 복근 더 강하게 수축
호흡 멈춤 → 무거워도 정상 호흡 유지","혼자 올리기 어려우면 파트너 요청 또는 무게 줄이기
허리 통증 시 기본 플랭크로 복귀",plank_side,l_sit_hold,
chinup,친업,pull,치닝디핑,3,"이두근, 광배근","전완근, 하부승모근","언더핸드(supinated) 그립, 어깨너비보다 약간 좁게
이두근 자극 증가, 턱걸이보다 쉬운 편
당기기 시작 시 견갑골 하방 유지
턱이 바 위로 올라갈 때까지","팔만 사용 → 등(광배근) 수축 함께 느끼기
반동 사용 → 데드행에서 시작
하강 너무 빠름 → 에센트릭 3초","팔꿈치 통증(골퍼 엘보) 주의
과도한 볼륨 시 이두건 부상 위험",pullup_standard,,
step_up_weighted,웨이트 스텝업,legs,"케틀벨16, 의자/박스",3,"대퇴사두근, 둔근","햄스트링, 코어","케틀벨 16kg을 고블릿(가슴 앞)으로 들고 스텝업
무릎 높이 박스/의자 위로 한 발씩 올라가기
올라간 다리로만 밀기 — 뒷다리 보조 최소화
좌우 각 8-12회","뒷다리로 밀어올림 → 앞다리 100% 하중 의식
상체 앞쏠림 → 가슴 들고 직립
무릎 안쪽 모임 → 무릎 발끝 방향","안정적 박스/의자 사용 — 미끄러짐 주의
균형 불안 시 케틀벨 무게 줄이기",squat_bulgarian,,
pushup_archer,아처 푸쉬업,push,푸쉬업바,4,"대흉근(편측), 삼두근","전면삼각근, 전거근","한쪽 팔에 체중 80-90% 집중, 보조 팔 완전 신전
메인 팔 쪽 가슴이 바에 닿을 때까지 풀ROM
코어 안티로테이션 필수 — 몸 틀어짐 방지
좌우 각 5-8회, 원암 푸쉬업 전단계","보조 팔 구부림(치팅) → 완전 신전 유지
몸 틀어짐 → 코어 강하게 잡기
가동범위 부족 → 끝까지 내려가기","어깨 불안정 시 아처 준비동작으로 복귀
손목 보호 위해 푸쉬업바 필수",pushup_archer_prep,pushup_one_arm_prep,
dip_weighted_light,가중 딥스,push,"치닝디핑, 케틀벨12",4,"삼두근, 하부 대흉근",전면삼각근,"케틀벨을 발 사이에 끼우거나 딥벨트 사용
기본 딥스와 동일한 폼 유지 — 90도까지
+12kg 추가 부하, 천천히 제어
5-8회 x 3-4세트, 근비대 자극","무게 때문에 폼 무너짐 → 폼 우선, 무게는 그 다음
과도한 깊이 → 무게 있을수록 90도 엄격 준수
케틀벨 미끄러짐 → 안전하게 고정","어깨 통증 시 즉시 무게 제거
아래에 매트 깔기 — 케틀벨 낙하 대비",dip_standard,dip_weighted_heavy,
l_sit_hold,L-sit 홀드,core,치닝디핑,4,"복직근, 장요근","삼두근(지지), 대퇴사두근(등척)","딥스 바 위에서 팔 펴고 몸 지지
다리를 수평(L자)으로 들어올려 유지
견갑골 하방, 가슴 들기
10-20초 목표, 무릎 구부린 터크부터 시작","어깨 으쓱 → 견갑골 눌러내리기
다리 처짐 → 무릎 구부린 터크로 시작
호흡 멈춤 → 짧은 호흡 유지","손목 부담 큼 — 워밍업 필수
균형 불안 시 한 다리씩 올리기",hanging_knee_raise,,
pullup_wide,와이드 풀업,pull,치닝디핑,4,"광배근(외측), 대원근","이두근, 후면삼각근","어깨너비 1.5배 오버핸드 그립
견갑골 하방+후인 후 턱이 바 위로
광배근 외측 자극 극대화 — V-taper 핵심
3-5회부터 시작, 에센트릭 3초","가동범위 부족(턱 안 올라감) → 가능한 만큼 + 네거티브
반동 → 정적 시작 엄수
어깨 과회전 → 그립 너무 넓지 않게(1.5배 이내)","어깨 충돌 증상 시 표준 너비로 복귀
회전근개 워밍업 필수",pullup_standard,muscleup_negative,
pistol_squat_assisted,보조 피스톨 스쿼트,legs,치닝디핑,4,"대퇴사두근(편측), 둔근","코어, 고관절 굴곡근","한 다리로 스쿼트, 반대 다리 앞으로 뻗기
균형을 위해 딥스 바 또는 밴드 잡기
최대 깊이까지 내려갔다 올라오기
좌우 각 3-5회부터 시작","무릎 안쪽 모임 → 무릎 발끝 방향 강제
뻗은 다리 바닥 닿음 → 들어올린 상태 유지
상체 과도한 전경 → 직립 유지","무릎/발목 통증 시 불가리안으로 복귀
충분한 단측 근력(불가리안 3x12) 후 시작",squat_bulgarian,pistol_squat,
nordic_curl_neg,노르딕 컬 네거티브,legs,치닝디핑,4,햄스트링(에센트릭),"둔근, 비복근","발을 딥스 바 아래에 고정, 무릎 꿇은 자세
몸을 천천히 앞으로 내리기(5-10초 에센트릭)
손으로 바닥 짚어 멈춘 후 팔로 밀어 원위치
3-5회 x 3세트, 에센트릭 근비대","너무 빨리 내려감(제어 불능) → 속도 제어가 핵심
골반 꺾임(hip hinge) → 무릎-어깨 일직선 유지
에센트릭만 → 올라올 때 팔 보조 OK","햄스트링 파열 위험 — 충분한 워밍업
무릎 아래 패드/매트 필수",,,
pushup_decline_diamond,디클라인 다이아몬드 푸쉬업,push,맨몸,4,"삼두근, 상부 대흉근",전면삼각근,"발 올린 상태에서 다이아몬드 그립 — 고강도 삼두
상부 가슴 + 삼두 동시 자극
5-10회 가능하면 근비대 자극 적합
폼이 무너지면 플랫 다이아몬드로 대체","어깨 과부하 → 각도 줄이기
팔꿈치 벌어짐 → 몸에 밀착
허리 처짐 → 코어 더 강하게","손목 부담 매우 큼 — 워밍업 + 스트레칭 필수
통증 시 즉시 중단",pushup_diamond,,
pike_pushup,파이크 푸쉬업,push,맨몸,4,"전면삼각근, 상부 대흉근",삼두근,"엉덩이를 높이 들어 역V자 자세(pike position)
머리가 바닥으로 향하며 팔로 밀기(숄더 프레스 대체)
어깨 수직 부하 — 물구나무 전단계
5-10회 x 3세트","엉덩이 충분히 안 올림 → 최대한 높이
팔꿈치 벌어짐 → 안쪽으로 유지
가동범위 부족 → 머리가 바닥에 살짝 닿을 때까지","어깨 불안정 시 중단
경추 부담 — 머리 위치 주의",pushup_decline,handstand_wall,
muscleup_negative,머슬업 네거티브,pull,치닝디핑,4,"광배근, 삼두근","대흉근, 코어","점프/의자로 딥스 포지션까지 올라간 후
천천히 턱걸이 하강(전환 구간 5초)
풀업→딥 전환 구간이 핵심 — 여기서 제어
3-5회 x 3세트","전환 구간 제어 불능(free fall) → 속도 줄이기
어깨 불안정 → 와이드 풀업 3x8 선행
반동으로 올라감 → 정적 시작","어깨/팔꿈치 부상 위험 높음 — 워밍업 필수
컨디션 안 좋은 날 스킵 가능",pullup_wide,muscleup,
front_lever_tuck,터크 프론트 레버,pull,치닝디핑,4,"광배근, 복직근","코어, 후면삼각근","바에 매달려 무릎을 가슴에 당기고 몸을 수평으로
어깨-골반 일직선, 팔 완전 신전
5-15초 유지 목표
광배근+코어 동시 등척성 수축","골반 처짐 → 코어 더 강하게 수축
팔 구부림 → 완전 신전 유지
무릎이 풀림 → 터크 자세 단단히","어깨 충돌 증상 시 중단
악력 부족 시 스트랩 사용",pullup_standard,,
pushup_one_arm_prep,원암 푸쉬업 준비,push,맨몸,5,"대흉근(편측), 삼두근","전면삼각근, 코어(안티로테이션)","한 팔로 푸쉬업 — 발 넓게 벌려 안정성 확보
코어 안티로테이션이 핵심 — 몸 틀어짐 방지
가동범위 50%부터 시작, 점진적 확대
좌우 각 1-3회부터 시작, 질 > 양","몸 틀어짐(rotation) → 발 간격 넓히기
어깨 과부하 → 가동범위 줄이기
호흡 멈춤 → 제어된 호흡","아처 푸쉬업 3x8 안정 후에만 시도
어깨/손목 부상 위험 높음",pushup_archer,,
dip_weighted_heavy,헤비 가중 딥스,push,"치닝디핑, 케틀벨16",5,"삼두근, 하부 대흉근",전면삼각근,"16kg 케틀벨 사용, 딥벨트 또는 발 사이 고정
폼 완벽 유지가 전제 — 5-8회 고강도
90도까지만, 에센트릭 3초
주 1-2회만 수행(관절 부담)","무게에 압도되어 폼 무너짐 → 12kg로 복귀
과도한 빈도 → 주 1-2회 제한
워밍업 부족 → 맨몸 딥스로 워밍업","어깨 관절 부담 매우 큼
아래 매트 필수, 파트너 있으면 최선",dip_weighted_light,,
handstand_wall,벽 물구나무서기,push,벽,5,"전면삼각근, 삼두근","상부승모근, 코어","벽을 향해 물구나무서기 — 어깨너비 손 간격
코어 긴장, 몸 일직선, 시선 바닥
30-60초 유지 목표
숄더프레스 대체, 상체 수직 부하 최대","허리 과신전(바나나 자세) → 복근 조이기
어깨 으쓱 → 견갑골 상방회전 유지
손목 통증 → 워밍업 + 간격 조절","고혈압 있으면 의사 상담
낙하 대비 매트, 벽 가까이에서만",pike_pushup,,
muscleup,머슬업,pull,치닝디핑,5,"광배근, 삼두근, 대흉근","코어, 전완근","턱걸이에서 전환하여 딥스 포지션까지 한 동작으로
폭발적 풀업 → 전환 → 딥스 탑
전환 구간이 핵심 — 가슴을 바 위로
1-3회씩, 완벽한 폼으로","과도한 반동(kipping) → 정적 시작
전환 구간 제어 불능 → 네거티브로 연습
어깨 불안정 → 풀업 3x10 + 딥스 3x15 선행","부상 위험 높은 고급 동작
충분한 기초 근력 + 워밍업 필수",muscleup_negative,,
pistol_squat,피스톨 스쿼트,legs,맨몸,5,"대퇴사두근, 둔근(편측)","코어, 고관절 굴곡근","한 다리로 완전한 스쿼트 — 보조 없이
반대 다리 앞으로 완전 신전
최대 깊이에서 폭발적 올라오기
좌우 각 3-5회, 밸런스 + 근력 종합","발뒤꿈치 들림 → 발목 가동성 워밍업
무릎 안쪽 모임 → 무릎 바깥으로
뒤로 넘어짐 → 카운터밸런스(팔 앞으로)","보조 피스톨 3x5 안정 후 시도
무릎/발목 통증 시 즉시 중단",pistol_squat_assisted,,
planche_lean,플란쉬 린,push,푸쉬업바,5,"전면삼각근, 대흉근","전거근, 이두근(등척)","푸쉬업 자세에서 어깨를 손 앞쪽으로 이동
팔 완전 신전 상태, 몸 앞으로 기울기
어깨에 체중 부하 극대화
10-20초 유지, 플란쉬 전단계","팔 구부림 → 팔 완전 신전 유지
기울기 부족 → 더 앞으로
허리 처짐 → 코어 긴장","손목 부담 매우 큼 — 워밍업 필수
이두건 부상 위험 — 점진적 진행",,,
