date,seq,day_label,order,exercise_id,sets,reps,rest_sec,promotion_criteria,note
2026-07-04,6,Day 6 - Full/Skill,5,kb_swing_12,3,12,45,,"W1: 폼 학습 — 매일 가볍게, 패턴 익히기 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 힙힌지가 핵심 — 팔이 아닌 골반."
2026-07-05,7,REST (Sun),,,,,,,"W1: 폼 학습 — 매일 가볍게, 패턴 익히기 | 완전 휴식일. 다음 주 충전."
2026-07-06,8,Day 1 - Push A,1,pushup_incline,3,10,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 팔꿈치 45도, 가슴이 바에 닿을 듯이. 여유 있게."
2026-07-06,8,Day 1 - Push A,2,plank_standard,3,25초,30,,"W2: 적응 — 반복수 조금씩↑ | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-07-06,8,Day 1 - Push A,3,dead_bug,3,10,30,,"W2: 적응 — 반복수 조금씩↑ | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 허리 바닥 밀착, 반대 팔-다리 교차."
2026-07-07,9,Day 2 - Pull A,1,scap_pull,3,6,45,,W2: 적응 — 반복수 조금씩↑ | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-07-07,9,Day 2 - Pull A,2,inverted_row,3,8,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-07,9,Day 2 - Pull A,3,kb_swing_12,3,12,45,,W2: 적응 — 반복수 조금씩↑ | 20분. 당기기+스윙. 적당 강도. | 힙힌지가 핵심 — 팔이 아닌 골반.
2026-07-08,10,Day 3 - Legs,1,squat_band,3,17,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 하체. 적당 강도. | 밴드 저항하며 무릎 바깥, 풀ROM."
2026-07-08,10,Day 3 - Legs,2,kb_deadlift_12,3,10,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-07-08,10,Day 3 - Legs,3,calf_raise,3,22,30,,"W2: 적응 — 반복수 조금씩↑ | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-07-09,11,Day 4 - Push B,1,pushup_close_incline,3,8,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 밀기+코어. 적당 강도. | 팔꿈치 몸통 밀착, 삼두 집중."
2026-07-09,11,Day 4 - Push B,2,glute_bridge_band,3,14,30,,"W2: 적응 — 반복수 조금씩↑ | 20분. 밀기+코어. 적당 강도. | 정점 2초, 둔근 squeeze."
2026-07-09,11,Day 4 - Push B,3,lying_knee_raise,3,12,30,,"W2: 적응 — 반복수 조금씩↑ | 20분. 밀기+코어. 적당 강도. | 허리 밀착, 3초 하강."
2026-07-10,12,Day 5 - Pull B,1,dead_hang,3,20초,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-07-10,12,Day 5 - Pull B,2,inverted_row,3,8,45,,"W2: 적응 — 반복수 조금씩↑ | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-10,12,Day 5 - Pull B,3,kb_swing_12,3,12,45,,W2: 적응 — 반복수 조금씩↑ | 20분. 당기기+스윙. 적당 강도. | 힙힌지가 핵심 — 팔이 아닌 골반.
2026-07-11,13,Day 6 - Full/Skill,1,pushup_incline,3,10,45,,"W2: 적응 — 반복수 조금씩↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 팔꿈치 45도, 가슴이 바에 닿을 듯이. 여유 있게."
2026-07-11,13,Day 6 - Full/Skill,2,inverted_row,3,8,45,,"W2: 적응 — 반복수 조금씩↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-11,13,Day 6 - Full/Skill,3,squat_band,3,17,45,,"W2: 적응 — 반복수 조금씩↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 밴드 저항하며 무릎 바깥, 풀ROM."
2026-07-11,13,Day 6 - Full/Skill,4,glute_bridge_band,3,14,30,,"W2: 적응 — 반복수 조금씩↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 정점 2초, 둔근 squeeze."
2026-07-11,13,Day 6 - Full/Skill,5,kb_swing_12,3,14,45,,"W2: 적응 — 반복수 조금씩↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 힙힌지가 핵심 — 팔이 아닌 골반."
2026-07-12,14,REST (Sun),,,,,,,W2: 적응 — 반복수 조금씩↑ | 완전 휴식일. 다음 주 충전.
2026-07-13,15,Day 1 - Push A,1,pushup_incline,3,12,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 팔꿈치 45도, 가슴이 바에 닿을 듯이. 여유 있게."
2026-07-13,15,Day 1 - Push A,2,plank_standard,3,30초,30,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-07-13,15,Day 1 - Push A,3,dead_bug,3,12,30,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 허리 바닥 밀착, 반대 팔-다리 교차."
2026-07-14,16,Day 2 - Pull A,1,scap_pull,3,8,45,,W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-07-14,16,Day 2 - Pull A,2,inverted_row,3,10,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-14,16,Day 2 - Pull A,3,kb_swing_12,3,15,45,,W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 당기기+스윙. 적당 강도. | 힙힌지가 핵심 — 팔이 아닌 골반.
2026-07-15,17,Day 3 - Legs,1,squat_band,3,20,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 하체. 적당 강도. | 밴드 저항하며 무릎 바깥, 풀ROM."
2026-07-15,17,Day 3 - Legs,2,kb_deadlift_12,3,12,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-07-15,17,Day 3 - Legs,3,calf_raise,3,25,30,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-07-16,18,Day 4 - Push B,1,pushup_close_incline,3,10,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 밀기+코어. 적당 강도. | 팔꿈치 몸통 밀착, 삼두 집중."
2026-07-16,18,Day 4 - Push B,2,glute_bridge_band,3,16,30,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 밀기+코어. 적당 강도. | 정점 2초, 둔근 squeeze."
2026-07-16,18,Day 4 - Push B,3,lying_knee_raise,3,14,30,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 밀기+코어. 적당 강도. | 허리 밀착, 3초 하강."
2026-07-17,19,Day 5 - Pull B,1,dead_hang,3,25초,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-07-17,19,Day 5 - Pull B,2,inverted_row,3,10,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-17,19,Day 5 - Pull B,3,kb_swing_12,3,15,45,,W3: 블록1 피크 — 그래도 여유 2회 남기기 | 20분. 당기기+스윙. 적당 강도. | 힙힌지가 핵심 — 팔이 아닌 골반.
2026-07-18,20,Day 6 - Full/Skill,1,pushup_incline,3,12,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 팔꿈치 45도, 가슴이 바에 닿을 듯이. 여유 있게."
2026-07-18,20,Day 6 - Full/Skill,2,inverted_row,3,10,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-18,20,Day 6 - Full/Skill,3,squat_band,3,20,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 밴드 저항하며 무릎 바깥, 풀ROM."
2026-07-18,20,Day 6 - Full/Skill,4,glute_bridge_band,3,16,30,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 정점 2초, 둔근 squeeze."
2026-07-18,20,Day 6 - Full/Skill,5,kb_swing_12,3,15,45,,"W3: 블록1 피크 — 그래도 여유 2회 남기기 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 힙힌지가 핵심 — 팔이 아닌 골반."
2026-07-19,21,REST (Sun),,,,,,,W3: 블록1 피크 — 그래도 여유 2회 남기기 | 완전 휴식일. 다음 주 충전.
2026-07-20,22,Day 1 - Push A,1,pushup_incline,2,8,45,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 팔꿈치 45도, 가슴이 바에 닿을 듯이. 여유 있게."
2026-07-20,22,Day 1 - Push A,2,plank_standard,2,20초,30,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-07-20,22,Day 1 - Push A,3,dead_bug,2,8,30,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 허리 바닥 밀착, 반대 팔-다리 교차."
2026-07-21,23,Day 2 - Pull A,1,scap_pull,2,5,45,,W4: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-07-21,23,Day 2 - Pull A,2,inverted_row,2,6,45,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-21,23,Day 2 - Pull A,3,kb_swing_12,2,10,45,,W4: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 힙힌지가 핵심 — 팔이 아닌 골반.
2026-07-22,24,REST (Wed),,,,,,,W4: 디로드 — 회복(수/일 휴식) | 디로드 추가 휴식일. 회복 우선.
2026-07-23,25,Day 4 - Push B,1,pushup_close_incline,2,6,45,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도. | 팔꿈치 몸통 밀착, 삼두 집중."
2026-07-23,25,Day 4 - Push B,2,glute_bridge_band,2,12,30,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도. | 정점 2초, 둔근 squeeze."
2026-07-23,25,Day 4 - Push B,3,lying_knee_raise,2,10,30,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도. | 허리 밀착, 3초 하강."
2026-07-24,26,Day 5 - Pull B,1,dead_hang,2,15초,45,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-07-24,26,Day 5 - Pull B,2,inverted_row,2,6,45,,"W4: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-24,26,Day 5 - Pull B,3,kb_swing_12,2,10,45,,W4: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 힙힌지가 핵심 — 팔이 아닌 골반.
2026-07-25,27,Day 6 - Full/Skill,1,pushup_incline,2,8,45,,"W4: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 팔꿈치 45도, 가슴이 바에 닿을 듯이. 여유 있게."
2026-07-25,27,Day 6 - Full/Skill,2,inverted_row,2,6,45,,"W4: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-25,27,Day 6 - Full/Skill,3,squat_band,2,15,45,,"W4: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 밴드 저항하며 무릎 바깥, 풀ROM."
2026-07-25,27,Day 6 - Full/Skill,4,glute_bridge_band,2,12,30,,"W4: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 정점 2초, 둔근 squeeze."
2026-07-25,27,Day 6 - Full/Skill,5,kb_swing_12,2,12,45,,"W4: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 힙힌지가 핵심 — 팔이 아닌 골반."
2026-07-26,28,REST (Sun),,,,,,,W4: 디로드 — 회복(수/일 휴식) | 완전 휴식일. 다음 주 충전.
2026-07-27,29,Day 1 - Push A,1,pushup_standard,3,8,45,3x15 -> pushup_diamond,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-07-27,29,Day 1 - Push A,2,plank_standard,3,30초,30,3x45초 -> plank_side,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-07-27,29,Day 1 - Push A,3,dead_bug_alt,3,10,30,3x15 -> bird_dog,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 임프린트 유지, 교차 리듬."
2026-07-27,29,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-07-28,30,Day 2 - Pull A,1,scap_pull,3,8,45,3x12 -> pullup_negative,W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-07-28,30,Day 2 - Pull A,2,inverted_row,3,8,45,3x12 -> 발 올린 로우,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-28,30,Day 2 - Pull A,3,kb_swing_16,3,10,45,3x20 -> 원핸드 스윙,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-07-29,31,Day 3 - Legs,1,goblet_squat_12,3,8,60,3x15 -> goblet_squat_16,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 하체. 적당 강도. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-07-29,31,Day 3 - Legs,2,kb_deadlift_12,3,10,45,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-07-29,31,Day 3 - Legs,3,calf_raise,3,22,30,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-07-30,32,Day 4 - Push B,1,kb_clean_press_12,3,5,60,좌우 3x8 -> kb_clean_press_16,W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 밀기+코어. 적당 강도. | 클린은 힙으로 띄우고 프레스 곧게. 좌우 각.
2026-07-30,32,Day 4 - Push B,2,glute_bridge_single,3,10,30,좌우 균형,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-07-30,32,Day 4 - Push B,3,lying_leg_raise,3,10,30,3x15 -> 행잉,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 밀기+코어. 적당 강도. | 다리 곧게, 허리 밀착, 3초 하강."
2026-07-31,33,Day 5 - Pull B,1,dead_hang,3,25초,45,3x40초,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-07-31,33,Day 5 - Pull B,2,inverted_row,3,8,45,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-07-31,33,Day 5 - Pull B,3,kb_swing_16,3,10,45,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-07-31,33,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-07-31,33,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-08-01,34,Day 6 - Full/Skill,1,getup_half_12,3,3,60,좌우 3x5 -> getup_full_12,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 시선은 케틀벨 고정, 팔꿈치 잠금. 좌우 각."
2026-08-01,34,Day 6 - Full/Skill,2,kb_swing_16,3,12,45,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-08-01,34,Day 6 - Full/Skill,3,goblet_squat_12,3,8,60,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-08-01,34,Day 6 - Full/Skill,4,pushup_standard,3,8,45,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-01,34,Day 6 - Full/Skill,5,inverted_row,3,8,45,,"W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-02,35,REST (Sun),,,,,,,W5: 블록2 — 부하 도입(고블릿/프레스/겟업) | 완전 휴식일. 다음 주 충전.
2026-08-03,36,Day 1 - Push A,1,pushup_standard,3,10,45,,"W6: 강화 — 볼륨↑ | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-03,36,Day 1 - Push A,2,plank_standard,3,35초,30,,"W6: 강화 — 볼륨↑ | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-08-03,36,Day 1 - Push A,3,dead_bug_alt,3,12,30,,"W6: 강화 — 볼륨↑ | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 임프린트 유지, 교차 리듬."
2026-08-03,36,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-08-04,37,Day 2 - Pull A,1,scap_pull,3,9,45,,W6: 강화 — 볼륨↑ | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-08-04,37,Day 2 - Pull A,2,inverted_row,3,10,45,,"W6: 강화 — 볼륨↑ | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-04,37,Day 2 - Pull A,3,kb_swing_16,3,12,45,,"W6: 강화 — 볼륨↑ | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-05,38,Day 3 - Legs,1,goblet_squat_12,3,10,60,,"W6: 강화 — 볼륨↑ | 20분. 하체. 적당 강도. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-08-05,38,Day 3 - Legs,2,kb_deadlift_12,3,12,45,,"W6: 강화 — 볼륨↑ | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-08-05,38,Day 3 - Legs,3,calf_raise,3,24,30,,"W6: 강화 — 볼륨↑ | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-08-06,39,Day 4 - Push B,1,kb_clean_press_12,3,6,60,,W6: 강화 — 볼륨↑ | 20분. 밀기+코어. 적당 강도. | 클린은 힙으로 띄우고 프레스 곧게. 좌우 각.
2026-08-06,39,Day 4 - Push B,2,glute_bridge_single,3,11,30,,"W6: 강화 — 볼륨↑ | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-08-06,39,Day 4 - Push B,3,lying_leg_raise,3,12,30,,"W6: 강화 — 볼륨↑ | 20분. 밀기+코어. 적당 강도. | 다리 곧게, 허리 밀착, 3초 하강."
2026-08-07,40,Day 5 - Pull B,1,dead_hang,3,30초,45,,"W6: 강화 — 볼륨↑ | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-08-07,40,Day 5 - Pull B,2,inverted_row,3,10,45,,"W6: 강화 — 볼륨↑ | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-07,40,Day 5 - Pull B,3,kb_swing_16,3,12,45,,"W6: 강화 — 볼륨↑ | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-07,40,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-08-07,40,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-08-08,41,Day 6 - Full/Skill,1,getup_half_12,3,4,60,,"W6: 강화 — 볼륨↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 시선은 케틀벨 고정, 팔꿈치 잠금. 좌우 각."
